"Delivery_Contractor","Property_ID","Postcode_1","Participant_Age","EmployStatus","EmployType","HouseIncome","Date_Contact","Tenure","Tenure_Length","Social_Group","HP_Awareness","Reason_Sustainability","Sustainability_exp","Reason_Future","Future_exp","Reason_Upgrade","Upgrade_exp","Reason_Building","Building_exp","Reason_Financial","Financial_exp","Reason_Technology","Technology_exp","Reason_Research","Research_exp","Reason_Planned","Planned_exp","Reason_Replacement","Replacement_exp","Reason_Other","Other_exp","Date_Survey","Name_Survey","House_Type","House_Form","House_Env","House_Age","House_SAP","No_Adults","No_Child","No_Storeys","Total_Floor_Area","Habitable_Rooms","Bedrooms","Heated_rooms","Floor_Height","Wall_Type","Floor_Type","Roof_Type","Glazed_Type","Mains_Gas_Flag","Main_Fuel","Heat_Primary_Source","Heat_Secondary_Source","TS_Existing","TS_Existing_Size","No_Underfloor","Existing_Fires","Existing_Cooking","Outside_Space","Outside_Access","Elec_currentuse","Gas_currentuse","MCS_SHLoad","MCS_Hloss","MCS_SHAnnual","MCS_DHWAnnual","MCS_Immersion","Suit_ASHP","Suit_GSHP","Suit_HTASHP","Suit_Hybrid","HP_Recommend","HP_NoRec_R1","HP_NoRec_R2","Measures_Recommend","EstCost_System","EstCost_Ancillary","EstCost_Running","EstCost_Etariff","EstCost_Gtariff","Part_Install_Decision","Part_No_Reason1","Part_No_Reason2","Date_Installation","Name_Install","HP_Installed","HP_Brand","HP_Model","HP_Size_kW","HP_Refrigerant","GSHP_Space","TS_Type","TS_Water_Size","TS_PCM_Size","HP_Control_Zones","Measures_emitters_LT","Measures_emitters_Std","Measures_Fanassist","HP_Aesthetic","HP_Noise","Cooling","Cooling_Rooms","Fires_replaced","Cook_Replaced","Gas_disconnect","Measures_Loft","Measures_Windows","Measures_Doors","Measures_WI","Measures_DP","Cost_HP","Cost_TS","Cost_Install","Cost_Emitters","Cost_Cooling","Cost_LI","Cost_WI","Cost_Window","Cost_Door","Cost_DP","Install_time_HP","Install_time_measures"
"E.ON","EOH0190","NE4","41","Working Full time (>30hrs)","Manager","50,001+","2020-07-10T00:00:00.000Z","Owner-Occupied","5","AB",3,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2604","NE5","53","Working Full time (>30hrs)","Professional","30,001 - 40,000","2020-07-10T00:00:00.000Z","Owner-Occupied","3","AB",1,"YES","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0365","NE3","45","Working Full time (>30hrs)","Professional","50,001+","2020-07-10T00:00:00.000Z","Owner-Occupied","4","AB",4,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1158","NE5","51","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-20T00:00:00.000Z","Owner-Occupied","16","AB",5,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","21/08/2020","Phoenix","House","Semi-Detached","Urban","1950 - 1966","null","2","1","2","75","4","3","7","2.4","Solid_No_insulation","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Combi","Fire - Wood","None","null","0","0","1","No","No","5333","15600","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Practical_Noise","Technical_Comfort","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0569","NE6","56","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-22T00:00:00.000Z","Owner-Occupied","25","AB",1,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","07/09/2020","Phoenix","House","Semi-Detached","Urban","1950 - 1966","null","3","0","2","78","5","3","10","2.4","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","Fire - Gas","Water","180","0","1","1","No","No","5304","16142","5.86","84","14112.6","4002","181","Yes","No","Yes","Yes","ASHP","null","null","None Required","12394.97","0","797","14.3","3.8","No","Other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2355","NE7","48","Working Full time (>30hrs)","Professional","30,001 - 40,000","2020-07-10T00:00:00.000Z","Owner-Occupied","4","AB",3,"YES","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","28/07/2020","E.ON","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Practical_Fabric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0182","NE6","49","Training or Education","Casual worker","0 - 12,500","2020-07-10T00:00:00.000Z","Owner-Occupied","3","DE",4,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","27/07/2020","E.ON","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Participant_Suitability","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0742","NE3","54","Working Full time (>30hrs)","Manager","50,001+","2020-07-10T00:00:00.000Z","Owner-Occupied","31","AB",1,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","30/07/2020","E.ON","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1116","NE7","40","Working Full time (>30hrs)","Professional","50,001+","2020-07-10T00:00:00.000Z","Owner-Occupied","3","AB",2,"NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1318","NE6","36","Working Full time (>30hrs)","Professional","50,001+","2020-07-10T00:00:00.000Z","Owner-Occupied","4","AB",2,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","28/07/2020","E.ON","House","End-Terrace","Suburban","1996 - 2002","C","3","0","2","106","5","5","9","2.4","Cavity_Insulated","Suspended","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","153","0","0","1","No","No","null","null","6.181","64.52","12223","3734","551","Yes","No","No","Yes","ASHP","null","null","null","11319.16","null","444","14.37","3.8","Yes","null","null","02/09/2020","Aaron Services","ASHP","Daikin","EDLQ07CAV3","7","R410A","null","Water_new","180","null","1","11","0","0","none","none","No","0","0","0","No","No","0","0","None","no","5648.01","1752.34","null","1961.96","0","0","0","0","0","0","2.5","null"
"E.ON","EOH2050","NE5","51","Working Full time (>30hrs)","Manager","50,001+","2020-07-13T00:00:00.000Z","Owner-Occupied","19","AB",3,"NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","06/08/2020","E.ON","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
